row_id,row_number,description,title,brand,model,category,condition,sku,upc,quantity,retail_value,notes,base_cost,ideal_price
421,421,"welnek 1800W Bathroom Exhaust Fan with Light and Heater, 110 CFM 4-in-1 Ceiling Vent Fan, 1.0 Sone Quiet Operation, 11.2” x 11.2” Ceiling Cutout, 13.8” Grille, 6500K LED Light, Metal Housing",,welnek,,MIXED_BUILDING_AND_INDUSTRIAL,USED_GOOD,,,1,126.71,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-68867 | LPN: LPNNA6W2WP6HC,7.86,15.72
422,422,"KASZOO 24 Pack 20""x20"" Grass Wall Panels - Artificial Boxwood Panels for Greenery Wall Backdrop, Faux Greenery for Indoor Outdoor Decor, Garden Fence, Wedding, Privacy Screen, 66 Sq. Ft. Coverage",,KASZOO,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,126.70,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-68861 | LPN: LPNNA6BZW2N78,7.86,15.72
423,423,6 Pair of 18 Inch Undermount Soft Close Drawer Slides 100LB Load Capacity Full Extension Concealed Drawer Rails with 3D Locking Device,,Betesy Hardware,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,124.79,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69302 | LPN: LPNNA6YNLJ76J,7.74,15.48
424,424,"Nuvium Threshold Ramp for Doorways, Adjustable Height 2.6""-6"" Aluminum Wheelchair Ramp with Heightening Screws and Swivel Angle Leg, 1100lbs Load Capacity, 22”x36 Curb Ramp for Trolley,Power Chairs",,Nuvium,,MIXED_BUILDING_AND_INDUSTRIAL,USED_GOOD,,,1,124.79,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69729 | LPN: LPNNA6WH1JQQW,7.74,15.48
425,425,"tewei 23.6'' Dusk to Dawn Outdoor Wall Lights, Modern Black LED Outdoor Wall Sconce, Large Long Exterior Lighting Fixtures Outside Porch Lights for House, Garage, Warm White 3000K, 2 Pack",,tewei,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,123.75,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69685 | LPN: LPNNA63DQVDR3,7.67,15.34
426,426,"MASSLUNT Galvanized Steel Drain Grate 40x12 in, B-Class 28100 lbs Heavy-Duty Driveway Channel Cover, Outdoor Trench Drainage Grate, Silver Rectangular Metal Sewer Cover for Garage (39.4x11.8)",,masslunt,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,123.49,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69644 | LPN: LPNNA6ZNMDW9N,7.66,15.32
427,427,"Tonature No Drill Cellular Shades for Indoor Windows, Thermal Insulating & Noise Reducing Honeycomb Blinds, Free Stop Cordless Blackout Shades, Grey,49 1/2"" W x 64"" H",,Tonature,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,120.89,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69302 | LPN: LPNNA6BXHWD4M,7.50,15.00
428,428,"3.3 Cuft Large Fireproof Safe for Home, Home Safety Box Fireproof Waterproof with Electronic Keypad and Spare Keys, Anti-theft Digital Security Safe for Money Firearm Medicine Valuables",,VIDXCVIT,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,120.89,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69399 | LPN: LPNNA6Y56QSKT,7.50,15.00
429,429,Geekpure 20 Inch Carbon Block Water Filter Reduce Chlorine Taste Odors for Whole House Filtration- 4.5 Inch x 20 Inch -5 Micron-Pack of 4,,Geekpure,,BUILDING_AND_HARDWARE,USED_GOOD,,610895384811,1,118.53,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-68867 | LPN: LPNNA63YQBTZP,7.35,14.70
430,430,"ACNKTZ 12.6'' Brushed Nickel Drum Chandelier, 3-Lights Hanging Dining Room Light Fixtures Over Table, Simple Round Pendant Lighting for Kitchen Island Hallway Bedroom Foyer Bathroom Office",,ACNKTZ,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,116.99,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69172 | LPN: LPNNA6LDN1LJQ,7.25,14.50
431,431,"HLBLFY 20 Inch Matte Black Vessel Sink Rectangular, 20x14 Inch Bathroom Sink Above Counter Porcelain Ceramic Countertop Hand Wash Vessel Vanity Sink Art Basin",,HLBLFY,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,116.99,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69399 | LPN: LPNNA6F9C9ZFC,7.25,14.50
432,432,"Art3d Wainscoting Wall Panel Kit, 37.8"" Tall Beadboard Panels for Walls, Polystyrene Board and Batten Wall Panel Kit, Easy DIY Decorative Trim for Living Room, Kitchen, Bedroom – Covers 31 Sq.Ft",,Art3d,,MIXED_BUILDING_AND_INDUSTRIAL,USED_GOOD,,,1,116.99,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69372 | LPN: LPNNA6VXGBZMV,7.25,14.50
433,433,BvenuBigLite Outdoor Ceiling Fan with Light: 52 Inch 3 Blade Outdoor Fans for Patios - Modern Walnut Ceiling Fan with Dimmable Light Remote Control Ultra Quiet Reversible DC Motor Timer,,BvenuBigLite,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,116.99,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69739 | LPN: LPNNA626ZK1FC,7.25,14.50
434,434,"1Pack Decorative Lantern 24.80"" H with Dancing Flame LED Timer Candle,ON/Off/Timer LED Candle with 6hours,Hanging Lantern for Outdoor Garden/Indoor Use.",,Kytystenes,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,116.99,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69661 | LPN: LPNNA6HCFYTM5,7.25,14.50
435,435,"LANMEL 52'' Ceiling Fan with Lights and Remote, Low Profile Modern Ceiling Fan Gold, 6 Speed, Reversible, 3000k-6000k LED, Quiet DC Motor Ceiling Fans for Indoor Outdoor Bedroom Living Room",,LANMEL,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,116.99,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69638 | LPN: LPNNA6DMF3413,7.25,14.50
436,436,"Aityvert Solar Lights, 43"" Flickering Flames Torch Lights Outdoor Waterproof Landscape Decoration Lighting Dusk to Dawn Auto On/Off Security Flame Lights for Yard Garden Pathway Driveway (8 Pack)",,Aityvert,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,116.99,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69724 | LPN: LPNNA6HDR62JR,7.25,14.50
437,437,"Foldable Heavy Duty Push cart, 660 lbs Dolly with Swivel Wheels for Home、Warehouse or Garage - Black",,LFGUD,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,115.56,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69849 | LPN: LPNNA6ZPSTW7S,7.17,14.34
438,438,"Sidasu 10-Pack Iron Balusters – 1/2"" Square Metal Stair Spindles, Hollow Double & Single Knuckle Design with 20 Swivel Shoes, Wrought Iron Staircase Balusters for Indoor & Outdoor Railing",,Sidasu,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,110.49,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69724 | LPN: LPNNA6SSJFDXP,6.85,13.70
439,439,Drydiet 54 Sqft Uncoupling Membrane for Tile 1/8''(3mm) Thick Waterproofing Membrane Crack Prevention Anti Fracture Flooring Underlayment for Bathroom Shower Kitchen Basement (Orange),,Drydiet,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,107.89,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-68867 | LPN: LPNNA6N12V9B5,6.69,13.38
440,440,Zolpoyia 3 in 1 Folding Hand Truck Dolly Cart with Wheels Foldable Utility Cart Aluminum Trolley Cart 600lbs Capacity Convertible Dolly for Moving Furniture Shopping for Garden Home Office Warehouse,,Zolpoyia,,MIXED_BUILDING_AND_INDUSTRIAL,USED_GOOD,,762849740775,1,103.99,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69729 | LPN: LPNNK5H9BJ473,6.45,12.90
441,441,"FVZZIN Walkers for Seniors, Foldable Rollator Walker with Seat, 8"" Big Wheels, Lightweight Rollator Walker with Ergonomic Backrest, Adjustable Handles and Seat Height, 310 Lbs Weight Capacity, Red",,FVZZIN,,MIXED_BUILDING_AND_INDUSTRIAL,USED_GOOD,,,1,103.99,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69669 | LPN: LPNNA6K53FR87,6.45,12.90
442,442,"Flashine Ceramic Table lamp Set of 2, Modern Bedside Lamps Green Mid Century Vintage Desk Lamp Retro Glass Mushroom Traditional Lamp for Nightstand Living Room Bedroom Home Decor (S03GN-2PACK)",,Flashine,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,103.99,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69644 | LPN: LPNNA6JL3LSQ7,6.45,12.90
443,443,"BvenuBigLite Outdoor Ceiling Fan with Light: 52"" Black Hanging Fan for Gazebo Waterproof - Plug In Outdoor Fans for Patio Porch Pergola with APP Remote Control Reversible DC Motor",,BvenuBigLite,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,103.99,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-68868 | LPN: LPNNA6R1864FG,6.45,12.90
444,444,"Kviflon Tropical Ceiling Fans with Lights and Remote/APP Control, 45 Inch Low Profile Flush Mount Ceiling Fans, Palm Leaf Ceiling Fan with Light for Bedroom Patios Porch Outdoor, Wood Grain",,Kviflon,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,103.99,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69745 | LPN: LPNNA667VT77B,6.45,12.90
445,445,Bagood 10 Inch Globe Pendant Light Contemporary Globe Pendant Lights Black Mid Century Pendant Light Adjustable Hanging Light Fixture Matte Black Finished with Milk Glass Lampshade for Kitchen Island,,Bagood,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,103.99,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69745 | LPN: LPNNK5QQZ6NGF,6.45,12.90
446,446,6699 Tankless Water Heater Flushing Kit Includes 1/6HP Submersible Sump Pump with Two Adapters & 3 Gallons Pail with Bucket Lid Opener & Two 1/2” Dia X 6’ PVC Hoses with Washers,,6699,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,103.99,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-68861 | LPN: LPNNA6BTR3TF2,6.45,12.90
447,447,"HEONITURE 16 Inch Metal Bench Legs,Backrest Bracket Set of 2,Ideal for DIY Projects with Butcher Block Countertops and Wood Slab Benches Indoor/Outdoor (Black, 16"" x 17.7"")",,HEONITURE,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,103.60,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69729 | LPN: LPNNA6NPX5ZVY,6.42,12.84
448,448,"Official Creality Space Pi Filament Dryer Plus, 2 Spool 3D Printer Filament Storage Box, 360° Fast Heating Dry Box with LCD Screen, One-Key Drying for PLA PETG ABS TPU PC PP ASA PET PETG-CF",,Creality,,MIXED_BUILDING_AND_INDUSTRIAL,USED_GOOD,,,1,102.70,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-68861 | LPN: LPNNA6B92M91N,6.37,12.74
449,449,"BATHFINESSE Shower Niche 24 x 12, Matte Black Stainless Steel Shower Niche Shelf Recessed for Bathroom Storage No Tile Needed Over Mount Installation",,BATHFINESSE,,BUILDING_AND_HARDWARE,USED_GOOD,,735749437243,1,102.69,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69856 | LPN: LPNNA6TVX2ZLM,6.37,12.74
450,450,"VIVOSUN Outdoor Handrail, 3 Step Stair Handrail, 40"" x 36"" Fits 1 to 3 Steps, Wrought Mattle Iron Stair Railing with Curved Ends and Balusters for Concrete Steps, Porch Steps, One-Step Assembly, Black",,VIVOSUN,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,100.09,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69644 | LPN: LPNNK5356JGCB,6.21,12.42
451,451,"LVYUAN 5000W Voltage Transformer Power Converter Step Up 110V to 220V, Step Down 220V to 110V, 110/120 Volt - 220/240 Volt",,LVYUAN,,MIXED_BUILDING_AND_INDUSTRIAL,USED_GOOD,,,1,155.99,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-68868 | LPN: LPNNA652YTCMJ,9.67,19.34
452,452,J-FAMILY 18.3'' x 13'' Bathroom Vessel Sink Leopard Texture Silver Ceramic Sink Bowl Above Counter Vanity Sink Bathroom Artistic Wash Basin,,J-FAMILY,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,155.99,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-68861 | LPN: LPNNA6STQFGY6,9.67,19.34
453,453,"Gutenliter 20"" Woven Caged Low Profile Bladeless Ceiling Fan with Light and Remote, Farmhouse Flush Mount Boho Ceiling Fans Light, Enclosed Industrial Ceiling Fan 6 Speed Reversible w/ 4 E26 Bulb Base",,Gutenliter,,BUILDING_AND_HARDWARE,USED_GOOD,,739713719144,1,155.60,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69661 | LPN: LPNNA6G12JVNZ,9.65,19.30
454,454,"SUCICNISD 2 Pack 23.6In Outdoor Wall Sconces Black Modern Exterior Wall Light Fixtures for House 3CCT Dimmable IP65 Waterproof Long Outside Wall Light for Garage, Doorway, Patio, Stairway",,SUCICNISD,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,153.13,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69745 | LPN: LPNNA626Z4DHT,9.50,19.00
455,455,Fiberglass Supply Depot 8 lb Expanding Polyurethane Pour Foam: 2 Gallon Kit (Part A and Part B),,Fiberglass Supply Depot,,MIXED_BUILDING_AND_INDUSTRIAL,USED_GOOD,,,1,149.49,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69648 | LPN: LPNNA6CCFB2Q2,9.27,18.54
456,456,"MANSNIX Smart Motorized Blinds with Remote, Cordless No-Drill Automatic Roller Shades, Blackout Electric Blind for Windows, Linen Stone, 46 x 72",,MANSNIX,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,149.49,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69699 | LPN: LPNNA6RG7HHR9,9.27,18.54
457,457,"BEAMNOVA 16.5FT Garage Door Bottom Seal, Upgraded Multi-Layer Rubber Weather Stripping Door Seals with Brush, Wind & Water Block for Home Garage, Warehouse, DIY Homeowners",,BEAMNOVA,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,148.58,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69131 | LPN: LPNNA64RB12K1,9.21,18.42
458,458,"FACHNUO 3 Feet Portable Wheelchair Ramp, Non-Skid Aluminum Handicap Ramps with Handle, Folding Threshold Wheel Chair Ramp for Home Steps, Stairs, Entry, Threshold, Curbs, Stairs, 800LBS Capacity",,FACHNUO TOOL,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,148.24,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69519 | LPN: LPNNA6QSG6FBH,9.19,18.38
459,459,"FookChak Black Dining Room Light Fixture, 6-Light Farmhouse Black Chandelier for Bedroom Metal Candle Chandeliers Hanging Lighting for Kitchen Living Room Entryway Foyer, 28.54in",,FookChak,,BUILDING_AND_HARDWARE,USED_GOOD,,792671281696,1,148.20,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69399 | LPN: LPNNA69L35CXT,9.19,18.38
460,460,"Vintage Blue Table Lamp, Victorian Fabric Shade with Beaded Fringe, 13” × 21.7”, E26 LED Bedside/Desk Lamp for Bedroom or Living Room",,LOVAPO,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,145.60,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-68867 | LPN: LPNNA6J4JZFZZ,9.03,18.06
461,461,"OMYU Black Ceiling Fans with Lights Flush Mount,52 inch Solid Wood,Remote Control,Wall Switch,Dimmable,Reversible,Noiseless,Power Off Memory Modern Ceiling Fan Low Profile for Bedroom Indoor/Outdoor",,OMYU,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,144.56,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69849 | LPN: LPNNA6NR2PZFG,8.96,17.92
462,462,"Davivy 23.2''X14.2'' Large Oval Vessel Sink with Pop Up Drain,Boat Shape Vessel Sink with Gold Trim,Bathroom Sinks Above Counter,Ceramic Vessel Sinks,Oval Sink Bowls for Bathroom (Large)",,Davivy,,BUILDING_AND_HARDWARE,USED_GOOD,,617256329368,1,142.99,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69739 | LPN: LPNNA6JJLB6MW,8.87,17.74
463,463,"JWPEHOE Height Adjustable Bed Rail for Toddlers, Kids Safety Baby Bed Rail for Twin/Full/King/Queen Size Bed (3 Sides, 74 * 74 * 54 Inch)",,JWPEHOE,,MIXED_BUILDING_AND_INDUSTRIAL,USED_GOOD,,094759720678,1,142.99,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69739 | LPN: LPNNA62SM26TT,8.87,17.74
464,464,"Cold Therapy Machine with Programmable Timer, Ice-Machine-for-Knee-After-Surgery, Knee Replacement Recovery Equipment, Cryotherapy Pain Relief w/Compression Pad for Shoulder, Ankle (Dark Grey)",,ICYTHRP,,MIXED_BUILDING_AND_INDUSTRIAL,USED_GOOD,,,1,140.65,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69172 | LPN: LPNNA6K3R38CZ,8.72,17.44
465,465,6 Pair of 24 Inch Undermount Soft Close Drawer Slides 100LB Load Capacity Full Extension Concealed Drawer Rails with 3D Locking Device,,Betesy Hardware,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,137.79,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69372 | LPN: LPNNA6PHDJ6PF,8.54,17.08
466,466,"VallisCo Bathroom Fan with Light and Heater, 1700W,140 CFM Ventilation, Remote Control,Quiet Exhaust, 4-in-1 Design for Heating, Lighting, Ventilation & Air Circulation for Comfort in Any Season",,VallisCo,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,132.59,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69856 | LPN: LPNNA6B4HJKFS,8.22,16.44
467,467,"10FT Dust Barrier Poles 4 Pack withCarry Bag, Stainless Steel Retractable Zipper Wall Poles Kit for Renovation, Remodeling and Isolation Work",,Teodute,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,129.99,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69685 | LPN: LPNNA64TP2FBM,8.06,16.12
468,468,"3FT Portable Wheelchair Ramp, Non-Slip Aluminum Folding Handicap Ramp, 800 LBS Capacity Door Threshold Ramps for Home Steps, Scooter Ramp for Car, Doorways, Curbs, Stairs, Cart, Wheel Chair Steps",,THDUGG,,MIXED_BUILDING_AND_INDUSTRIAL,USED_GOOD,,,1,129.99,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69685 | LPN: LPNNA62V97XY5,8.06,16.12
469,469,"HolyHeal Toilet Safety Rails for Seniors, Height Adjustable Toilet Safety Frame Grab Bars, 500lb Toilet Support Rails Easy Installation & No Wobble, Toilet Assistance Handles for Elderly and Disabled",,HOLYHEAL,,MIXED_BUILDING_AND_INDUSTRIAL,USED_GOOD,,199284214569,1,129.66,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69699 | LPN: LPNNA6TFTHVKM,8.04,16.08
470,470,"HVAC Premium 32 x 16 Duct Opening Steel Return Air Filter Grille, for 1-inch Filter, Removable Door, Flat Stamped HVAC Vent Cover Grille, Outer Dimensions 34.5 x 18.5",,HVAC Premium,,BUILDING_AND_HARDWARE,USED_GOOD,,810116313686,1,127.43,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69644 | LPN: LPNNA6Q15NLFW,7.90,15.80
471,471,"2026 Upgrade Stained Glass Grinder Kit 4200r/min with 2-Level Grinding Table & 5-Piece Diamond Bits Set (5/8""+1""+3 Sizes), 65W 110V Portable DIY Tool for Glass/Ceramics/Crafts (Red",,Zlshmoee,,MIXED_BUILDING_AND_INDUSTRIAL,USED_GOOD,,794300085767,1,124.79,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69739 | LPN: LPNNA6GTV1CF6,7.74,15.48
472,472,"Nuvium Threshold Ramp for Doorways, Adjustable Height 2.6""-6"" Aluminum Wheelchair Ramp with Heightening Screws and Swivel Angle Leg, 1100lbs Load Capacity, 22”x36 Curb Ramp for Trolley,Power Chairs",,Nuvium,,MIXED_BUILDING_AND_INDUSTRIAL,USED_GOOD,,,1,124.79,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69849 | LPN: LPNNK5JPQ9X36,7.74,15.48
473,473,"tewei 22'' Large Outdoor Wall Light, Porch Light Outdoor Wall Sconce Lantern, 2-Light Black Exterior Lighting Fixture Wall Mount, Outside Light for House Garage, 1-Pack",,tewei,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,124.36,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69399 | LPN: LPNNA6XCKMTJ8,7.71,15.42
474,474,"3D Textured Black and White Abstract Wall Art Decor with Vase, Modern Paintings Artwork for Walls-Minimalist Wall Decor for Living Room Hallway Dining Room Bedroom Office Decoration Aesthetic 24x24 In",,Cuspin,,MIXED_BUILDING_AND_INDUSTRIAL,USED_GOOD,,,1,123.49,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69131 | LPN: LPNNA6M17PCXG,7.66,15.32
475,475,"3.3 Cubic Feet Home Safe Fireproof Waterproof, Digital Home Security Safe Box with Programmable Keypad and Spare Keys, Document Safe for Money Firearms Medicine Valuables",,VIDXCVIT,,BUILDING_AND_HARDWARE,USED_GOOD,,735530947784,1,122.19,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69648 | LPN: LPNNA62WCT612,7.58,15.16
476,476,"HVAC Premium 20"" x 20"" Cube Core Eggcrate Return Air Filter Grille for 1"" Filter - Aluminum - White [Outer Dimensions: 21.75 X 21.75]",,HVAC Premium,,BUILDING_AND_HARDWARE,USED_GOOD,,810116318377,1,121.13,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69372 | LPN: LPNNA62DRB4PC,7.51,15.02
477,477,KAISITE Modern Bathroom Light - 39 Inch Dimmable 5CCT LED Vanity Light Bar for Restroom,,KAISITE,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,120.50,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69724 | LPN: LPNNA6KPTL22L,7.47,14.94
478,478,"FA-STAR Clean Modern AC Vent Cover 30 x 6 (Duct Opening Cutout) - Decorative White Air Vent - Standard Linear Slot Diffuser - Register Grille for Ceiling, Walls & Floors - All Aluminium",,FA-STAR,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,116.99,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69302 | LPN: LPNNA63HDL4FC,7.25,14.50
479,479,"Incubators for Hatching Eggs, 56 Eggs Incubator with Egg Candler, Auto Egg Turner, Temp & Humidity Control, Hatch Day, 360° Viewing for Chicken, Duck, Quail Eggs, Ideal for Farm, School and Lab",,innhom,,MIXED_BUILDING_AND_INDUSTRIAL,USED_GOOD,,,1,116.99,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69399 | LPN: LPNNA6GL37H3S,7.25,14.50
480,480,Depuley Ceiling Fan with Light and Remote: 52 Inch White 3 Blade Outdoor Fans for Patios - Dimmable Indoor Fan with Remote Control Fandelier Ceiling FansUltra Quiet DC Motor Reversible 6 Speed Timer,,Depuley,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,116.99,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69739 | LPN: LPNNA66Q5SDW5,7.25,14.50
481,481,"ABS Plastic Sheet 1/8"" x 36"" x 24"", Black Rigid Thermoplastic Board, Dual-Surface (Textured & Smooth) for Signs, Crafts, DIY Projects, 4-Pack",,CREGEAR,,MIXED_BUILDING_AND_INDUSTRIAL,USED_GOOD,,,1,116.99,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69729 | LPN: LPNNA6WDNNKS1,7.25,14.50
482,482,"Front Right Steering Knuckle & Wheel Bearing Hub Assembly for Volkswagen Beetle 1998-2010, for Golf 1999-2006 2010, for Jetta 1999-2005, Replace for 698374 LK008, with 280mm Rotor, Passenger Side",,SEHNSUCHT,,MIXED_BUILDING_AND_INDUSTRIAL,USED_GOOD,,,1,116.99,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-68868 | LPN: LPNNA6TL8B8RX,7.25,14.50
483,483,HAHZT Brushed Nickel Bathroom Vanity Light 3 Lights Bathroom Light Fixtures Over Mirror with Clear Glass Shade 22.4 inch Wall Sconces Lighting Bath(Exclude E26 Bulb),,HAHZT,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,116.99,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69742 | LPN: LPNNA6Z6XL85V,7.25,14.50
484,484,"ocioc 52 inch Ceiling Fans with Lights and Remote, Dimmable Ceiling Fans with Reversible Quiet DC Motor, Flush Mount, 3CCT, White Ceiling Fan for Bedroom Living Room Indoor/Outdoor",,ocioc,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,116.99,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69856 | LPN: LPNNA6XMDJCYD,7.25,14.50
